,score,review,date,pos,neg,neu,compound,year,month
372,1,very easy to talk to a representative and answer all question clearly,2023-02-01,0.371,0.0,0.629,0.7089,2023,2023-02
373,1,Web page was great  had a question and the support person was very helpful and informative ,2023-11-17,0.432,0.0,0.568,0.8718,2023,2023-11
374,1,Speaking directly with a service provider made the whole process  simple and accurate  The price for the coverage was very competitive ,2020-09-02,0.091,0.0,0.909,0.2484,2020,2020-09
375,1,Was a really nice personal experience with the fella on the other end of the line  he was polite  courteous and very helpful  Would recommend them  And the price was decent as well ,2023-04-14,0.339,0.0,0.661,0.9239,2023,2023-04
376,0,For myself insurance was very reasonable  I thought my husband s was very high  We are going with another company for him  The person we dealt with was very cordial  Answered all my questions  Very knowledgeable ,2022-11-28,0.0,0.0,1.0,0.0,2022,2022-11
377,1,The staff was very knowledgeable and friendly  The transaction was completed in a very timely manner ,2022-01-28,0.188,0.0,0.812,0.5367,2022,2022-01
378,1,Great price and simple questioner ,2021-06-21,0.506,0.0,0.494,0.6249,2021,2021-06
379,1,Snowbirds was the best insurance out there for us We called many companies but Snowbirds were the price and coverage  The staff we spoke to were very patient and knew the job well  I would certainly advise Snowbirds ,2022-07-09,0.193,0.0,0.807,0.81,2022,2022-07
380,1,W very helpful and informative,2021-02-11,0.436,0.0,0.564,0.4754,2021,2021-02
381,1,Agent was pleasant  Seemed knowledgeable,2021-06-08,0.452,0.0,0.548,0.5106,2021,2021-06
382,1,Our previous experience with Snowbird insurance was good  so it was definitely worth getting a quote for new travel insurance  The customer service by telephone was exceptional  with the rep making everything very clear  Service was also fast and easy  Thank you ,2022-04-07,0.308,0.0,0.692,0.9332,2022,2022-04
383,1,Our  rep   agent  was incredible  There was a prior issue  but this was resolved extremely professionally ,2022-06-21,0.12,0.0,0.88,0.2617,2022,2022-06
384,1,Very helpful  they answered all my questions,2020-02-05,0.34,0.0,0.66,0.4754,2020,2020-02
385,1,Signing up for travel insurance was very easy and straightforward  The only way to truly give a five star rating is if a claim is required and coverage is provided quickly and without complications ,2021-11-15,0.16,0.0,0.84,0.7264,2021,2021-11
386,1,The people that you hire are top of the cream    Used the web site but missed a condition  Called and received help  sorry I don t remember her name  but she was great  Asked questions that I didn t think of or found in the online questionnaire  Thanks for hiring people with a personality  Repeat customer  Rob Perry,2020-01-20,0.194,0.123,0.684,0.743,2020,2020-01
387,1,Always friendly helpful service ,2020-11-16,0.75,0.0,0.25,0.7184,2020,2020-11
388,1,We were quite satisfied with service  Thank goodness we ve never had to use any ,2021-05-26,0.417,0.0,0.583,0.8221,2021,2021-05
389,1,Excellent service  competitive pricing and coverage ,2021-02-03,0.574,0.0,0.426,0.6597,2021,2021-02
390,1,Significantly better price than other quotes  Application on line was convenient and without issue ,2021-10-15,0.182,0.0,0.818,0.4404,2021,2021-10
391,1,Great price friendly knowledgeable,2022-08-29,0.785,0.0,0.215,0.8074,2022,2022-08
392,1,Customer service representatives are well trained  polite  and helpful  I couldn t ask for better service  The travel insurance products are reasonably priced and explained clearly  The annual travel plan option makes it simple for those who travel several times throughout a calendar year  It is a pleasure to return year after year to renew our travel insurance ,2021-04-15,0.211,0.0,0.789,0.9217,2021,2021-04
393,-1,I find it very frustrating that now that I have Rheumatoid Arthritis I have to claim my knee replacements  yet I have had them for    years and never had to claim them before ,2023-03-12,0.0,0.091,0.909,-0.4927,2023,2023-03
394,1,Good experience,2023-01-20,0.744,0.0,0.256,0.4404,2023,2023-01
395,1,Easy to do online,2023-10-09,0.492,0.0,0.508,0.4404,2023,2023-10
396,1,Their website is easy to follow and they were willing to beat a competitors quote ,2022-04-13,0.172,0.0,0.828,0.4404,2022,2022-04
397,0,the cost was not out of the world  wife booked,2021-12-27,0.0,0.0,1.0,0.0,2021,2021-12
398,1,On line quote and purchase user friendly,2022-05-03,0.348,0.0,0.652,0.4939,2022,2022-05
399,1,It was a quick and easy application online  Instructions were clear and resulted in very acceptable quote for my upcoming trip I have used Snowbird insurance in the past and would not hesitate to use them again,2020-02-20,0.231,0.0,0.769,0.8363,2020,2020-02
400,-1,This is the second year we have used this insurance  The application was straightforward to fill out and there were no issues  We will use this company again next year ,2021-07-28,0.0,0.071,0.929,-0.296,2021,2021-07
401,0,competative rates,2023-04-28,0.0,0.0,1.0,0.0,2023,2023-04
402,1,The representatives  Collette and Christie were all very helpful and clear on the phone  I feel piece of mind now when I travel ,2023-02-22,0.221,0.0,0.779,0.7146,2023,2023-02
403,1,Agent was knowledgeable  friendly and helpful going through our options,2020-05-29,0.429,0.0,0.571,0.7184,2020,2020-05
404,1,It was Great,2020-11-09,0.672,0.0,0.328,0.6249,2020,2020-11
405,1,Very efficient process  Good price for an entire year of travel insurance coverage ,2021-07-23,0.363,0.0,0.637,0.7397,2021,2021-07
406,1,Easy to use website for an instant online quote  Reasonable rates ,2023-09-27,0.225,0.0,0.775,0.4404,2023,2023-09
407,1,Quick and easy to apply  Very competitive rates ,2020-10-31,0.449,0.0,0.551,0.5984,2020,2020-10
408,1,Getting travel insurance through Snowbird was super easy  This is my  rd year ,2021-11-12,0.382,0.0,0.618,0.7783,2021,2021-11
409,1,Agents and travel assistants on the phone speak clearly  are well informed and pleasant  Tasks are completed efficiently without interruptions ,2022-04-17,0.465,0.0,0.535,0.9013,2022,2022-04
410,1,Because of our past experience with Snowbird Advisor Insurance we called again when we needed top up medical coverage  Ashley made the interview process as straightforward as you could for us  She took the time to make sure we understand exactly what she was asking   did not rush and showed great patience  She helped us find the package that was right for us and left us feeling like we made the absolute right choice going with Snowbird Advisor Insurance,2022-12-13,0.142,0.0,0.858,0.8807,2022,2022-12
411,1,The website is very user friendly  Been using Snowbird for my insurance needs for several years now  Best rates I ve found so I m sticking with Snowbird  I ve told many people to check out the rates  Keep up the good job at keeping travel insurance affordable for Seniors ,2022-09-29,0.184,0.0,0.816,0.8905,2022,2022-09
412,1,Very polite easy to deal with great company would recommend this company to anyone great job keep up the good work,2021-03-19,0.512,0.0,0.488,0.95,2021,2021-03
413,1,Professional  explained well and all done quickly ,2021-09-04,0.259,0.0,0.741,0.2732,2021,2021-09
414,1,my problem solved very quickly and efficiently,2022-09-19,0.43,0.23,0.34,0.3321,2022,2022-09
415,1,Efficiency in setting it up  ,2020-09-20,0.385,0.0,0.615,0.3612,2020,2020-09
416,1,Completed our application online  It was easy to follow the steps  However  I had made a mistake  reading the policy as advised  brought my attention to this   Hastily I phoned and spoke to an agent  This company representative was a full five stars  Her diction was crystal clear  her personal manner was delightful  and her work ethic impeccable   concerned about providing me with the best yet most cost effective coverage ,2022-12-12,0.203,0.029,0.769,0.938,2022,2022-12
417,1,Great rates and quick service ,2022-09-30,0.506,0.0,0.494,0.6249,2022,2022-09
418,1,great customer service  quick and easy process ,2020-01-05,0.583,0.0,0.417,0.7906,2020,2020-01
419,1,Nice to actually speak to a person  Good priced product  helpful CSRs ,2023-01-31,0.486,0.0,0.514,0.8176,2023,2023-01
420,1,The person assisting me through the process was very helpful and patient,2023-05-04,0.219,0.0,0.781,0.4754,2023,2023-05
421,1,She was very professional and gave us all the information for what plan to go with and best for us ,2022-02-12,0.181,0.0,0.819,0.6369,2022,2022-02
422,1,Great service and quick to do for my    mom  We use them each year  Call representatives are very good ,2022-05-26,0.3,0.0,0.7,0.807,2022,2022-05
423,1,Great price on medical insurance  Easy to purchase online  Also signed up for OFX to transfer money at a reduced exchange rate  Lots of useful information on the site for new snowbirds ,2022-09-18,0.254,0.0,0.746,0.872,2022,2022-09
424,1,Purchased insurance to cover a pre existing condition  easy and straightforward process  Agent was very helpful and answered all our questions  Hopefully we will not need to access coverage but piece of mind knowing it is there ,2022-06-02,0.147,0.0,0.853,0.5922,2022,2022-06
425,1,Very friendly and knowledgeable call center Decent prices for pre existing conditions ,2023-10-05,0.241,0.0,0.759,0.5413,2023,2023-10
426,1,Online medical questionnaire was straight forward and direct to the point ,2020-02-16,0.16,0.0,0.84,0.2263,2020,2020-02
427,1,I love that I can have all my pre existing conditions covered   But it is soooo expensive  ,2022-05-16,0.14,0.0,0.86,0.3818,2022,2022-05
428,1,The coverage was well explained and the process was very efficient  ,2022-04-02,0.366,0.0,0.634,0.6361,2022,2022-04
429,1,Ask questions about  pre existing conditions   What is it  How does it affect me  Why is this important  The advisor will explain ,2022-07-24,0.087,0.0,0.913,0.25,2022,2022-07
430,1,Very pleasant on the phone,2021-10-17,0.473,0.0,0.527,0.5563,2021,2021-10
431,1,Process all good  But extra premium for mild dementia seemed a bit high ,2020-09-25,0.14,0.0,0.86,0.2382,2020,2020-09
432,1,It was very fast and the agent was clear and explained things very well ,2021-01-04,0.294,0.0,0.706,0.6115,2021,2021-01
433,1,He was very patient and helpful,2021-09-27,0.38,0.0,0.62,0.4703,2021,2021-09
434,1,Excellent explanation of what is and is not covered ,2023-02-03,0.316,0.0,0.684,0.5719,2023,2023-02
435,1,Ease of use and promptness ,2021-10-18,0.385,0.0,0.615,0.3612,2021,2021-10
436,1,I had a very good representative who was pleasant and well informed re information ,2020-04-29,0.439,0.0,0.561,0.8221,2020,2020-04
437,1,Clear guidelines   honest responses to questions and very pleasant conversation ,2022-04-10,0.576,0.0,0.424,0.8588,2022,2022-04
438,1,Alway nice working with Snowbird Advisory they listen and understand my needs  They never try to up sell only suggest what you need  The agent was nice polite and smart ,2022-12-17,0.235,0.0,0.765,0.8074,2022,2022-12
439,1,Easy to sign up for insurance and competitive rates ,2023-10-01,0.397,0.0,0.603,0.5574,2023,2023-10
440,1,The service to purchase was quick  easy and professional  We have not have to use the insurance so can t comment on it ,2022-01-10,0.116,0.0,0.884,0.4404,2022,2022-01
441,1,VERY GOOD CUSTMER SERVICE   VERY FRIENDLY,2020-04-26,0.626,0.0,0.374,0.7708,2020,2020-04
442,1,Easy to navigate the process  quick and responsive,2022-03-01,0.474,0.0,0.526,0.6597,2022,2022-03
443,1,Easy staff to work with  Always available and knowledgeable,2023-02-24,0.266,0.0,0.734,0.4404,2023,2023-02
444,1,Lots of questions but easy to understand,2023-11-17,0.391,0.0,0.609,0.5927,2023,2023-11
445,1,This is our second time working with you to identify and purchase travel insurance  Both times have been outstanding  We have had Tim  Emily  and Nicholas  They were focused  friendly  knowledgeable  and efficient   Thank you for such excellent customer service,2022-10-09,0.356,0.0,0.644,0.9571,2022,2022-10
446,1,Enrollment was easy  yes or no questions  It took approx    mins to complete the entire transaction  The person I talked to was very professional  courteous and informative  It was a pleasure dealing with her  I now have travel insurance for the year and peace of mind  Thank you ,2022-12-17,0.304,0.035,0.66,0.9492,2022,2022-12
447,1,It was very easy to set up the insurance on line ,2021-09-25,0.242,0.0,0.758,0.4927,2021,2021-09
448,1,The website application works well  Forgot a pre existing condition and then went back and added it into the data  But it remembered other data so did not have to re enter everything ,2021-05-27,0.046,0.0,0.954,0.1406,2021,2021-05
449,1,Good customer service and great pricing ,2022-03-12,0.636,0.0,0.364,0.7906,2022,2022-03
450,1,Very quick and easy  Great price  too ,2023-01-24,0.592,0.0,0.408,0.8055,2023,2023-01
451,1,It was easy and straight forward  Thank you ,2023-02-15,0.593,0.0,0.407,0.743,2023,2023-02
452,1,They were easy and clear questions,2021-07-13,0.579,0.0,0.421,0.6705,2021,2021-07
453,1,Very simple and efficient website Used it last year to purchase insurance also Excellent service fast responce,2021-05-02,0.311,0.0,0.689,0.7759,2021,2021-05
454,1,Christy was a very honest kind lady  She answered all of my questions ,2023-06-14,0.398,0.0,0.602,0.8059,2023,2023-06
455,1,Good clear communication on what coverages are provided  Conditions also clearly laid out several times  Premiums were the best we could find from all providers quoted ,2022-06-15,0.36,0.0,0.64,0.9081,2022,2022-06
456,1,I talked to   different people while inquiring about out of country insurance  Emily  Jerry   Kristi  All very polite   helpful  Appreciated their patience   knowledge  Thank you ,2023-07-19,0.294,0.0,0.706,0.8459,2023,2023-07
457,1,Very easy to understand,2023-04-27,0.516,0.0,0.484,0.4927,2023,2023-04
458,1,I talked with Tiffany  she was informative took time to explain every detail was patient with my many questions as I was new to Snowbird Advisor Insurance but not to travel insurance so I wanted to be sure before I made a switch to a new company for myself     Tiffany was great and I am now insured to travel for the coming year      ,2021-12-04,0.124,0.0,0.876,0.8625,2021,2021-12
459,1,Quick and easy  An excellent policy with a reputable insurer  one hopes  ask me again if I need to make a claim ,2021-08-03,0.331,0.0,0.669,0.8555,2021,2021-08
460,1,The agent I spoke with was extremely helpful and very nice  She spent a lot of time making sure I was getting the best price possible for our travel insurance needs  Highly recommend using Snowbird advisor for insurance and phone plans for USA ,2022-02-28,0.289,0.0,0.711,0.938,2022,2022-02
461,0,Almost half the price of other companies ,2022-05-10,0.0,0.0,1.0,0.0,2022,2022-05
462,1,Quick Efficient Polite,2020-09-03,0.583,0.0,0.417,0.4215,2020,2020-09
463,1,Very helpful rep,2023-01-04,0.607,0.0,0.393,0.4754,2023,2023-01
464,1,This Is my second year using Snowbird Advisor Insurance  Both times the company representatives have been very knowledgeable  ensured I fully understood differences in policies and supported me in choosing the right policy   Within         minutes I was signed up and able to mark off my todo list   Thank you for being so efficient ,2020-06-02,0.144,0.0,0.856,0.8134,2020,2020-06
465,1,Very easy and efficient process to apply  Staff were knowledgeable and helpful ,2023-12-29,0.502,0.0,0.498,0.8425,2023,2023-12
466,1,Representative Jenny was excellent  slowly read through and explained options  answered questions I had ,2022-09-23,0.222,0.0,0.778,0.5719,2022,2022-09
467,1,As soon as I answered yes to one question  the policy doubled in price  There was no follow up to the question  I was diagnosed with coronary artery disease twenty years ago  Two arteries were partially blocked  Since then  with medication  good exercise and diet  I am able to walk   kilometers at   km per hour in one walk on a regular basis  without any discomfort  Your questionaire doesn t consider any  part of this  Rating you at   stars is pretty accurate ,2023-01-14,0.123,0.048,0.829,0.7803,2023,2023-01
468,0,Rate was reasonable against others I had checked,2021-11-27,0.0,0.0,1.0,0.0,2021,2021-11
469,1,quick response to my request for a quote Competitive price,2023-08-01,0.159,0.0,0.841,0.1779,2023,2023-08
470,1,I didn t have to wait for an agent  The agent was knowledgeable and efficient with time ,2023-05-28,0.149,0.0,0.851,0.4215,2023,2023-05
471,1,Very easy to understand and complete requirements to obtain coverage ,2022-12-28,0.262,0.0,0.738,0.4927,2022,2022-12
472,1,I had to top up my insurance as we are going to Barbados in Feb  The person I dealt with was very informative and very accommodating  We got what we needed quickly  Very impressed ,2022-12-06,0.14,0.0,0.86,0.6361,2022,2022-12
473,1,The fast service and great rates,2022-10-05,0.451,0.0,0.549,0.6249,2022,2022-10
474,-1,No waiting on phone line to speak to an agent  The agent was very knowledgeable and fast ,2020-04-03,0.0,0.121,0.879,-0.296,2020,2020-04
475,1,Very helpful ,2022-08-15,0.756,0.0,0.244,0.4754,2022,2022-08
476,1,We just made a phone call to purchase travel insurance  and it was done very easy  simple and straight forward  No issues ,2022-10-08,0.194,0.084,0.723,0.4391,2022,2022-10
477,1,The agent  I can t remember her name  was very friendly   She had a great sense of humor and made me feel I can trust her  She answered all my questions promptly  Thank her for me,2021-03-28,0.333,0.0,0.667,0.9381,2021,2021-03
478,1,easy to use  all information was easy to access ,2023-05-12,0.453,0.0,0.547,0.7003,2023,2023-05
479,1,Pleasant representative who was able to provide us with product we needed  It all happened quickly as well ,2022-06-30,0.252,0.0,0.748,0.6597,2022,2022-06
480,1,The associate was knowledgeable and a great communicator ,2020-08-05,0.369,0.0,0.631,0.6249,2020,2020-08
481,1,The woman I dealt with was quick and knowledgeable  easy to understand  She read the questions easily and made sure I understood the implications of not answering correctly or answering falsely  We have used Snowbird many times and will continue to do so  Excellent rates ,2021-04-18,0.231,0.0,0.769,0.907,2021,2021-04
482,1,Polite and courteous service  Knowledgeable regarding the product I was looking for ,2021-03-07,0.231,0.0,0.769,0.5106,2021,2021-03
483,1,Very nice people to deal with  Very good pricing,2020-12-06,0.473,0.0,0.527,0.742,2020,2020-12
484,0,I didn t have to wait on the phone for a long time and the agent was very knowledgeable,2021-07-04,0.0,0.0,1.0,0.0,2021,2021-07
485,1,Fast friendly service ,2023-08-05,0.615,0.0,0.385,0.4939,2023,2023-08
486,1,Employee was friendly and very helpful ,2023-07-01,0.611,0.0,0.389,0.7425,2023,2023-07
487,1,As someone with multiple health issues this provides me great insurance at a fair price  Easy to get a quote and buy insurance ,2020-12-22,0.317,0.0,0.683,0.8519,2020,2020-12
488,1,Easy to get quote and when required to talk to staff  very friendly and competent ,2020-01-23,0.427,0.0,0.573,0.8384,2020,2020-01
489,1,We dealt with agent  Samantha   She made the experience very nice  quick and easy  She really knows her stuff and made the medical questionnaire easy but thorough ,2021-06-05,0.199,0.0,0.801,0.6055,2021,2021-06
490,1,Nice to speak to a kind professional,2023-01-28,0.554,0.0,0.446,0.7351,2023,2023-01
491,1,Kristy made getting our travel insurance quick  stress free and smooth  If every person I had to deal with over the phone was like her  it would be wonderful  She was so pleasant  I hung up with a smile  Will be passing along to our family and friends how pleased I am with Snowbird Advisor Insurance and to ask for Kristy ,2022-03-12,0.285,0.036,0.679,0.9609,2022,2022-03
492,1,How fast and easy it was,2023-04-18,0.367,0.0,0.633,0.4404,2023,2023-04
493,1,Quotes given and delivered in timely manner  Agents were friendly and gave excellent service ,2023-05-31,0.365,0.0,0.635,0.7845,2023,2023-05
494,1,Site was easy to navigate amend questions were simple and straight forward,2022-01-31,0.324,0.0,0.676,0.5859,2022,2022-01
495,1,I spoke to several service representatives as I explored all my options and called back for clarifications  They were all very well knowledgeable in this field  All my questions and concerns were answered and at the end of my comparisons I chose the Snowbirds package ,2021-03-17,0.052,0.0,0.948,0.3384,2021,2021-03
496,1,Straight forward and easy to navigate your site  Price point is great and the ability to purchase online is wonderful ,2022-02-07,0.498,0.0,0.502,0.9313,2022,2022-02
497,1,I was able to get the best quote by using your site ,2022-10-12,0.276,0.0,0.724,0.6369,2022,2022-10
498,1,Good coverage at a reasonable cost  The online quote was easy to obtain ,2023-09-10,0.345,0.0,0.655,0.7003,2023,2023-09
499,1,Easy to understand ,2021-05-30,0.592,0.0,0.408,0.4404,2021,2021-05
500,0,The agent Nicholis was very helpfull,2022-11-05,0.0,0.0,1.0,0.0,2022,2022-11
501,0,Speed and competitiveness of quotation and overall coverages ,2022-03-02,0.0,0.0,1.0,0.0,2022,2022-03
502,1,Your telephone agent  Nicholas  was great ,2020-12-01,0.451,0.0,0.549,0.6249,2020,2020-12
503,1,Easy to communicate all issues ,2020-09-14,0.42,0.0,0.58,0.4404,2020,2020-09
504,1,Very helpful and explains questions I didn t understand   but do think it s a little pricey for   months,2021-05-11,0.102,0.0,0.898,0.2609,2021,2021-05
505,1,The staff is not only helpful with r needs but knowledgeable about what r travel needs r while u r on holidays excellent service,2022-06-14,0.272,0.054,0.675,0.8309,2022,2022-06
506,1,Tim was excellent to deal with  very clear  concise and polite  not often found in todays world anymore ,2020-06-08,0.292,0.0,0.708,0.7645,2020,2020-06
507,1,Ordering online was very easy to follow and quick to do  I will use them again ,2022-05-01,0.176,0.0,0.824,0.4927,2022,2022-05
508,1,Very easy to use,2021-11-20,0.516,0.0,0.484,0.4927,2021,2021-11
509,1,Easy of making the transaction  easy to follow instruction,2021-01-14,0.453,0.0,0.547,0.7003,2021,2021-01
510,0,I was able to buy my insurance and receive right away by e mail  ,2022-08-14,0.0,0.0,1.0,0.0,2022,2022-08
511,1,Clear easy online application  Best price policy ptoven when I tried to book online with Manulife directly the price was not better ,2021-11-21,0.322,0.08,0.598,0.8071,2021,2021-11
512,1,Getting the exact help I needed,2023-12-21,0.351,0.0,0.649,0.4019,2023,2023-12
513,0,The rep I spoke with was very professional ,2023-07-15,0.0,0.0,1.0,0.0,2023,2023-07
514,1,Great pricing compared to others ,2023-12-11,0.506,0.0,0.494,0.6249,2023,2023-12
515,1,Easy to use and a great price  I like the preexisting segment,2023-04-06,0.514,0.0,0.486,0.8591,2023,2023-04
516,1,Very efficient and easy process  Competitive pricing  Excellent customer service ,2022-12-02,0.66,0.0,0.34,0.8923,2022,2022-12
517,1,We recently added   top up days to our existing    day policy and there is a new service charge of     added in to the daily top up rate called  out of country departure    seems like a money grab ,2020-10-11,0.152,0.0,0.848,0.6249,2020,2020-10
518,1,The person at the other end of the phone was extremely efficient  A real treat ,2021-01-31,0.308,0.0,0.692,0.6997,2021,2021-01
519,1,good advice,2020-01-12,0.744,0.0,0.256,0.4404,2020,2020-01
520,1,The price is very competitive and the online process was seamless ,2023-08-18,0.166,0.0,0.834,0.2484,2023,2023-08
521,1,You answered all my questions and you were very patient with me  I needed to make corrections the next day  You were still very kind and patient with me  That meant a lot to me ,2023-06-30,0.098,0.0,0.902,0.5709,2023,2023-06
522,1,Easy to use  competitive rates,2021-05-13,0.605,0.0,0.395,0.5574,2021,2021-05
523,1,Good service ,2022-01-23,0.744,0.0,0.256,0.4404,2022,2022-01
524,1,Agent on phone was knowledgeable and efficient ,2020-02-04,0.318,0.0,0.682,0.4215,2020,2020-02
525,1,Very quickly done  Most impressed with the efficiency of the process,2021-12-27,0.396,0.0,0.604,0.7089,2021,2021-12
526,1,Excellent price  easy to complete ,2022-04-28,0.688,0.0,0.312,0.765,2022,2022-04
527,1,We just took out the travel insurance but have not gone on our trip  The cost of the insurance was great but until we have a claim  we wont know how good Snowbird Advisor insurance is ,2020-03-30,0.132,0.073,0.795,0.5486,2020,2020-03
528,1,Easy to follow  Reliable and have used them many times ,2022-02-14,0.244,0.0,0.756,0.4404,2022,2022-02
529,1,I clicked on  Get a quote and buy online  box in the email from the company  then clicked the red online quote box on the next screen  The  rd screen displayed  Single  on the  Type of traveller s   line with no other lines below to fill in  I clicked on the blue  get my quote  box with no response  Tried a few times but was getting nowhere  Also tried accessing from  Single Trip Plans  section on the  nd screen to meet the same results  Called Snowbird Advisor and was asked to start fresh and it worked  more lines displayed below the  Type of travellers  and had no more problems from then on ,2021-08-27,0.053,0.05,0.897,0.313,2021,2021-08
530,0,very simple online process and agents readily available to answer any questions ,2022-08-27,0.0,0.0,1.0,0.0,2022,2022-08
531,1,Fast friendly service  seamless,2022-10-18,0.516,0.0,0.484,0.4939,2022,2022-10
532,1,It was easy to understand  thorough and efficient,2021-02-21,0.487,0.0,0.513,0.6908,2021,2021-02
533,1,Good service and good price,2020-04-24,0.659,0.0,0.341,0.7003,2020,2020-04
534,1,The contact person I spoke with was very helpful   pleasant to deal with  Everything was explained very well  Very good pricing ,2021-09-08,0.424,0.0,0.576,0.9104,2021,2021-09
535,1,Experience was good ,2023-05-04,0.592,0.0,0.408,0.4404,2023,2023-05
536,1,Professional Service  prompt response  good price ,2022-04-05,0.367,0.0,0.633,0.4404,2022,2022-04
537,1,Very easy and great prices and coverage  ,2023-01-03,0.602,0.0,0.398,0.8204,2023,2023-01
538,1,We spent a lot of time on the phone and the girls were so helpful  They had questions  I had questions and I had to call my doctor and call them back and they took everything into account ,2021-02-16,0.089,0.0,0.911,0.5598,2021,2021-02
539,1,Very helpful explanations ,2023-10-31,0.607,0.0,0.393,0.4754,2023,2023-10
540,1,Very clear on what is and what isn t covered  I wish prices were lower and that a discount could be applied to return customers who did not make any claims ,2023-12-14,0.156,0.061,0.782,0.5256,2023,2023-12
541,1,Easy online quote process  The price was very competitive and Easy to complete online  No time wasted getting someone on the phone ,2021-12-29,0.358,0.074,0.569,0.8169,2021,2021-12
542,1,Site was easy to navigate  called the main number for clarification    agent was knowledgeable and very pleasant,2023-07-24,0.358,0.0,0.642,0.7778,2023,2023-07
543,1,Everything was good   All questions answered  service was also satisfactory   ,2022-10-17,0.403,0.0,0.597,0.6597,2022,2022-10
544,1,The agent was professional   knowledgeable  He tried to make for a better deal   coverage by attaching me to my wife s annual policy ,2022-01-30,0.116,0.0,0.884,0.4404,2022,2022-01
545,1,Informative   pleasant staff member that I spoke to ,2021-11-06,0.32,0.0,0.68,0.5106,2021,2021-11
546,1,Very easy to use resonable price ,2023-11-18,0.39,0.0,0.61,0.4927,2023,2023-11
547,1,Professional  Efficient  Fast  Exceeds expectations,2021-04-01,0.412,0.0,0.588,0.4215,2021,2021-04
548,1,CS rep who took our call was helpful   respectful  Snowbird Advisor Insurance is the way to go ,2022-07-08,0.279,0.0,0.721,0.7003,2022,2022-07
549,1,Great and approchable personnel  Answered all my questions and concerns   Will for sure recommend your organization to all my friends and family ,2020-07-10,0.4,0.0,0.6,0.9001,2020,2020-07
550,0,Staff addressed all my questions,2022-01-08,0.0,0.0,1.0,0.0,2022,2022-01
551,1,Cindy was very helpful in guiding me through the many questions that needed to be answered and explained exactly how the process worked  I couldn t be happier,2023-01-27,0.2,0.0,0.8,0.7574,2023,2023-01
552,1,Very easy on my phone,2022-09-04,0.444,0.0,0.556,0.4927,2022,2022-09
553,1,Easy to sign up for coverage,2022-10-05,0.367,0.0,0.633,0.4404,2022,2022-10
554,1,Ease of obtaining the policy for my trip ,2020-04-05,0.263,0.0,0.737,0.3612,2020,2020-04
555,1,Save a lot of money and able to talk to some one for advise ,2021-10-24,0.198,0.0,0.802,0.4939,2021,2021-10
556,1,Good experience  PLeased with the service ,2023-04-28,0.592,0.0,0.408,0.7003,2023,2023-04
557,1,Ron  Lisa and team thank you always for the excellent service received over the years ,2020-02-06,0.323,0.0,0.677,0.7351,2020,2020-02
558,1,Easy to use  Simple to get quote and make payment,2023-10-24,0.244,0.0,0.756,0.4404,2023,2023-10
559,1,Professional  courteous agents  and good product availability ,2020-10-05,0.554,0.0,0.446,0.7351,2020,2020-10
560,1,My agent told me a variety of insurance options for me   pay by trip or take a yearly option  Very satisfied with his help ,2020-08-04,0.205,0.05,0.745,0.659,2020,2020-08
561,1,Appreciated pre existing travel medical insurance coverage  good coverage for long international  worldwide trips  cost is high,2022-05-16,0.292,0.0,0.708,0.7351,2022,2022-05
562,1,Offered good coverage with pre existing conditions covered  Loved that they covered worldwide travel  Would hope for lower costs through repeat user or otherwise ,2022-05-22,0.304,0.069,0.627,0.8176,2022,2022-05
563,1,Easy Peasy ,2023-07-20,0.744,0.0,0.256,0.4404,2023,2023-07
564,1,Always excellent service from Snowbird Advisors  Pleasant efficient agents  No complaints,2020-03-02,0.633,0.0,0.367,0.9013,2020,2020-03
565,1,Immediate help  My only complaint is that the fee was so much higher than last year and there has been no change in my health  fitness since last year when u covered me ,2021-08-18,0.126,0.115,0.759,0.1027,2021,2021-08
566,1,very easy process,2021-12-29,0.615,0.0,0.385,0.4927,2021,2021-12
567,1,The online signup procedure was clear and simple ,2023-09-27,0.271,0.0,0.729,0.3818,2023,2023-09
568,1,Easy to follow online instructions  quick process  questions were answered by a real person with no long wait time ,2021-01-31,0.131,0.1,0.769,0.1779,2021,2021-01
569,1,This is my first experience with Snowbird Advisor and I am suitably impressed  There process is easy to navigate and very straight forward  The one thing that I didn t see on the website  after signing in  is where to retrieve my quote when I was ready to purchase so had to redo my quote in order to make the purchase  All in all very happy with Snowbird Advisor ,2021-11-29,0.187,0.0,0.813,0.9285,2021,2021-11
570,1,I spoke to Jerry and he was excellent  Knowledgable and very understanding  Made getting travel Insurance very easy ,2022-11-08,0.301,0.0,0.699,0.7841,2022,2022-11
571,0,Very quick and professional to get our insurance done  This is our  rd time using it and will continue using it in the future ,2020-06-25,0.0,0.0,1.0,0.0,2020,2020-06
572,1,Policy price was better than other provider used in the past  Easy to apply and purchase online  Thanks,2021-01-30,0.367,0.0,0.633,0.8271,2021,2021-01
573,1,Sign up site was easy  The true test will be if I need to make a claim,2021-03-20,0.275,0.0,0.725,0.6908,2021,2021-03
574,1,hassle free ,2023-06-10,0.767,0.0,0.233,0.5106,2023,2023-06
575,0,I was planning a one day trip to the us  went on line followed the prompts and within minutes had my coverage,2020-03-16,0.0,0.0,1.0,0.0,2020,2020-03
576,1,The overall process was reasonably easy to understand and complete online  We did not compare rates with other potential service providers because we found the experience satisfactory and costs affordable ,2020-09-21,0.162,0.0,0.838,0.6597,2020,2020-09
