score,review
1,Clear easy online application  Best price policy ptoven when I tried to book online with Manulife directly the price was not better 
1,Getting the exact help I needed
0,The rep I spoke with was very professional 
1,Great pricing compared to others 
1,Easy to use and a great price  I like the preexisting segment
1,Very efficient and easy process  Competitive pricing  Excellent customer service 
1,We recently added   top up days to our existing    day policy and there is a new service charge of     added in to the daily top up rate called  out of country departure    seems like a money grab 
1,The person at the other end of the phone was extremely efficient  A real treat 
1,good advice
1,The price is very competitive and the online process was seamless 
1,You answered all my questions and you were very patient with me  I needed to make corrections the next day  You were still very kind and patient with me  That meant a lot to me 
1,Easy to use  competitive rates
1,Good service 
1,Agent on phone was knowledgeable and efficient 
1,Very quickly done  Most impressed with the efficiency of the process
1,Excellent price  easy to complete 
1,We just took out the travel insurance but have not gone on our trip  The cost of the insurance was great but until we have a claim  we wont know how good Snowbird Advisor insurance is 
1,Easy to follow  Reliable and have used them many times 
1,I clicked on  Get a quote and buy online  box in the email from the company  then clicked the red online quote box on the next screen  The  rd screen displayed  Single  on the  Type of traveller s   line with no other lines below to fill in  I clicked on the blue  get my quote  box with no response  Tried a few times but was getting nowhere  Also tried accessing from  Single Trip Plans  section on the  nd screen to meet the same results  Called Snowbird Advisor and was asked to start fresh and it worked  more lines displayed below the  Type of travellers  and had no more problems from then on 
0,very simple online process and agents readily available to answer any questions 
1,Fast friendly service  seamless
1,It was easy to understand  thorough and efficient
1,Good service and good price
1,The contact person I spoke with was very helpful   pleasant to deal with  Everything was explained very well  Very good pricing 
1,Experience was good 
1,Professional Service  prompt response  good price 
1,Very easy and great prices and coverage  
1,We spent a lot of time on the phone and the girls were so helpful  They had questions  I had questions and I had to call my doctor and call them back and they took everything into account 
1,Very helpful explanations 
1,Very clear on what is and what isn t covered  I wish prices were lower and that a discount could be applied to return customers who did not make any claims 
1,Easy online quote process  The price was very competitive and Easy to complete online  No time wasted getting someone on the phone 
1,Site was easy to navigate  called the main number for clarification    agent was knowledgeable and very pleasant
1,Everything was good   All questions answered  service was also satisfactory   
1,The agent was professional   knowledgeable  He tried to make for a better deal   coverage by attaching me to my wife s annual policy 
1,Informative   pleasant staff member that I spoke to 
1,Very easy to use resonable price 
1,Professional  Efficient  Fast  Exceeds expectations
1,CS rep who took our call was helpful   respectful  Snowbird Advisor Insurance is the way to go 
1,Great and approchable personnel  Answered all my questions and concerns   Will for sure recommend your organization to all my friends and family 
0,Staff addressed all my questions
1,Cindy was very helpful in guiding me through the many questions that needed to be answered and explained exactly how the process worked  I couldn t be happier
1,Very easy on my phone
1,Easy to sign up for coverage
1,Ease of obtaining the policy for my trip 
1,Save a lot of money and able to talk to some one for advise 
1,Good experience  PLeased with the service 
1,Ron  Lisa and team thank you always for the excellent service received over the years 
1,Easy to use  Simple to get quote and make payment
1,Professional  courteous agents  and good product availability 
1,My agent told me a variety of insurance options for me   pay by trip or take a yearly option  Very satisfied with his help 
1,Appreciated pre existing travel medical insurance coverage  good coverage for long international  worldwide trips  cost is high
1,Offered good coverage with pre existing conditions covered  Loved that they covered worldwide travel  Would hope for lower costs through repeat user or otherwise 
1,Easy Peasy 
1,Always excellent service from Snowbird Advisors  Pleasant efficient agents  No complaints
1,Immediate help  My only complaint is that the fee was so much higher than last year and there has been no change in my health  fitness since last year when u covered me 
1,very easy process
1,The online signup procedure was clear and simple 
1,Easy to follow online instructions  quick process  questions were answered by a real person with no long wait time 
1,This is my first experience with Snowbird Advisor and I am suitably impressed  There process is easy to navigate and very straight forward  The one thing that I didn t see on the website  after signing in  is where to retrieve my quote when I was ready to purchase so had to redo my quote in order to make the purchase  All in all very happy with Snowbird Advisor 
1,I spoke to Jerry and he was excellent  Knowledgable and very understanding  Made getting travel Insurance very easy 
0,Very quick and professional to get our insurance done  This is our  rd time using it and will continue using it in the future 
1,Policy price was better than other provider used in the past  Easy to apply and purchase online  Thanks
1,Sign up site was easy  The true test will be if I need to make a claim
1,hassle free 
0,I was planning a one day trip to the us  went on line followed the prompts and within minutes had my coverage
1,The overall process was reasonably easy to understand and complete online  We did not compare rates with other potential service providers because we found the experience satisfactory and costs affordable 
1,Very easy to use and reasonable price Thank you
1,pretty easy to follow along and fill it out
1,I ve been using Snowbird Insurance for the last    years  always great service and good prices  Easy  efficient and trustworthy 
1,I ve dealt with Snowbird Advisor Insurance for a few years now and each year I buy an annual plan and then a four month top up as we head to Palm Springs for the winter   Each time the Rep on the other end in pleasant  knowledgeable and prompt in their dealings  This time  I dealt with Teresa whom I ve dealt with on a few occasions and she is the definition of a star employee  She knows her stuff and easy to work with  So  Snowbird Advisor Insurance  hold onto her  She a real ASSET to your company and to us who pay the freight   Hopefully  I won t ever have to make a claim but the REAL test is how the company supports the customer in a time of need and hopefully they don t scurry down the rabbit hole if it comes time to pay  For now  based on the manner of how they do business  I m going to guess they ll be there in a time of need 
1,Jenny was excellent in guiding me through questionnaire  She explained things well and was patient and pleasant 
0,Very patient attendant  however   they need to offer all options up front  Feel we had to explore options as they came to light
1,Easy  straight forward  kept files from previous history  pleasant to deal with on phone
1,Great customer service provided best plan which is very reasonable
0,The agent took a lot of time with us and answered all our questions 
1,Stavro was excellent to deal with
1,Very helpful and patient
1,Easy to use website  Customer service were excellent when I needed to make a change 
1,Was able to obtain the special insurance I needed at a reasonable price
1,I did not like the     increase in premium after   years claim free with Blue Cross i wish my pension increased this much to keep up 
1,The agent I dealt with was helpful and efficient and the insurance product I purchased was priced very competitively 
-1,I found them to be very informative and the time it took was so quick  no waiting on the phone for a representative
1,Great simple to use
1,Competitive pricing and easy to apply
1,Knowledgeable  friendly and courteous staff 
1,We were very pleased with the service we received from Snowbird Advisor  As we had a hard time to get the coverage we needed 
1,Really helpful and great at explaining all the questions
1,Great service
1,Company representative was excellent   personable  professional and knowledgeable 
0,The representative was accommodating and patient 
1,Straight forward function of the online application and declaration   Options were easy to understand and price for different deductibles 
1,Knowledgeable and helpful customer service representative
1,Simple  straight forward and reasonably affordable  quick and efficient 
1,easy to follow application and good pricing
1,Quick efficient response     minutes and I had my insurance 
1,I believe her name was Jody  She was effiecent knowledgable and most important friendly  Its hard to positive experiences over the phone these days  She explained everything like it was her first time today     I know she probably recites those disclaimers in her sleep 
1,Easy peasy with a great price 
1,Knowledgeable person giving us information and assistance when completing questionnaire
0,Very professional and knowledgeable
-1,Very knowledgeable agent  Nicholas   The downside was the cost for   months coverage  We will be changing our plans in the future to   or   one week all inclusive stays 
1,Easy to order  need to concentrate and fully understand some of the questions  Really well setup 
1,Easy to use  Quick 
1,Fast and efficient and very friendly 
1,Great price   Easy navigation thru the application process 
1,It was easy to get insurance
1,Great service  no wait time on phone  Answered the medical questions  Given a quote immediately  Very competitive pricing  Purchased insurance  hopefully I won t need to use it  If I do  I ll advise how they treated me and my situation  So far good to deal with 
1,The person who helped with our application was very efficient and explained in terms we could understand  Experience was not too long  She helped us determine which type of insurance we should choose for our trip
1,Easy online access
0,Always convenient and professional 
1,This year has been the simplest   most smooth application for travel insurance  Your agent  Patty  was extremely efficient  Patty answered all my questions and explained the process clearly  Patty s tone is warm  friendly and professional  Patty has a smile in her voice 
1,Pretty much straightforward and simple questions 
1,Always receive excellent guidance from Karen D  when I renew my insurance  I have referred friends and family to Snowbirds 
1,I deal with CARLA and she is a GEM She is courteous knowledgeable and she makes my life much easier whether it s the original policy or the many changes I need to make earlier this year You should cherish her and reward her accordingly Also your date of experience   Should be allowed to be added too The above compliments are related to the numerous dealing I ve had with Carla over the past     yrs Ann Marie Sage
1,The most inexpensive insurance I found and super easy to navigate  Highly recommended 
1,The availability of contacting someone live when you initiate a call and response is extremely helpful  On the spot approval and follow up conformation reflects very good service 
1,The agent was extremely helpful in explaining everything
1,It s very simple to apply and get a good price
1,Clear questions easy to complete reasonable prices
1,I liked the terms for pre existing conditions and agents very helpful  Costs comparable to other plans 
1,Didn t have to wait long to speak to someone  Good customer service  Simple process  Value pricing  Two thumbs up 
-1,Fast and reasonably priced  I would have given you a   star but you refused insurance for my husband altogether  Risky to travel without insurance at all  Even a limited policy would have been better than nothing 
0,rate is cheaper than other insurance company
1,Best price and service
1,Good concise information on line
1,The agent was fantastic  Unfortunately your price was about       Too high  I found the same coverage for      less 
1,The application process was straightforward and quick  After comparison with other providers  the cost is more than fair 
1,The snowbird rep was fantastic  She was friendly and knowledgeable   She reviewed the different policies to ensure we got the best rate 
1,Easy person to deal with   made me comfortable asking questions 
1,Friendly  helpful   courteous  
1,Rates are very competitive  Plans could be made easier to understand  Customer representative was somewhat helpful 
1,Excellent staff 
1,She was very thorough in explaining items in question  I felt confident in the outcome of our conversation  No hesitation in buying again 
1,I m grateful to my agent for her patience and willingness to help me obtain insurance  I have a complicated case 
1,I needed travel insurance and the rep I spoke to was very helpful  knowledgeable  and helped me save a few dollars  which I appreciated  I will use Snowbird again 
1,The Service Advisor was very knowledgeable and helpful in determining what policy was best for me  Good job  
1,Very easy to talk to and made this an easy process 
1,Ease of use and pricing made for an practical experience 
0,Slightly complicated on line  but insurance is purchased
1,I would like to share my experience with Snowbird Advisor Insurance in the hopes that other members don t also get fooled   Upon viewing the    discount for members on the Snowbird website  I went online to book travel insurance for my trip  I dutifully answered all the questions and eventually got to the cart  but the discount was nowhere in sight   I called Snowbird insurance only to be told that the discount only applies to some travel insurance   not all  Really   I expect better from Snowbird Advisor  Shame on you 
0,Your representative Jenny  was very polite and knowledgeable  First time in   years coverage had we been offered a tax receipt   We do use Snowbird for our travels but feel if there is not a claim  and we have used it for   years   there should be a percentage rebate after non use of our policies  Cost went up over           for us this year making it almost              pensioners cannot afford it 
1,Quick and easy  The price was good
1,Always an easy booking experience  competitive pricing as well  Haven t had a claim so no idea on that part but I wouldn t anticipate any issues 
1,The agent I talked to was very clear about the product and explained everything very clearly  The price was significantly lower than Blue Cross 
1,easy to complete but questions should have a time frame to them like questions about cholesterol  Have been taking medication for years and well within the range same with diabetic taking meds for years but well within the required level and have been for years  I take a   month blood test regularly 
1,Nicole was very professional and helpful  I felt we had thoroughly gone through the information 
0,Knowledgeable about health and insurance
1,I spoke to Timothy and he was both helpful  knowledgeable and patient  He explained any question that I had      very well 
-1,Yesterday my wife and I topped up our insurance for an extra couple of weeks  The process to do this was crazy cumbersome  overly bureacratic  and time consuming  unlike previous times 
1,The young woman that went over our travel insurance was king and patient with us explained everything and made our decision very easy Thank you
1,The questionnaire is very easy to navigate and straightforward
1,Competitive Quick and easy review process
1,Easy to navigate  I hope it s that easy if I have a claim
1,Easy to apply 
1,Great website
1,Very good all round service  No long wait time to speak to agent  Agent very efficient in completing the application  processing payment and issuing all documents  Gives me confidence that any claims will be handled the same way 
0,The lady was very good and thorough in answering questions  Also it s nice to talk to people who have very good English  We have been buying our travel insurance since      and had nothing but excellent customer service 
1,Excellent service
0,The lady was very professional and fast 
1,We have used them for a few years now  They explain everything  look for the best options for you  offer incentive for returning customers and are really personable  After comparing five different companies they were the lowest price too 
1,Quote online was great
0,The person we dealt with was very knowledgeable and professional 
0,The application process online was smooth and seamless  Questions were direct with very little room for misinterpretation 
1,Nice person
1,Buying the travel insurance was very easy and straightforward 
1,Simple  easy and affordable process
1,Happy with service
1,Excellent customer service  
1,Buying travel insurance was easy at Snowbird Advisor  This is the third year and it s actually gotten easier  The price is better than anywhere else and it s exceptional coverage 
1,I have explored multiple providers and always Snowbird Advisor has been greatest value 
1,We have used this resource for excellent insurance priced at great value for several years  Thankfully we have not had to use it but we go on our travels with confidence 
1,Your rates are competitive 
1,Very informative staff who were able to answer all my questions as well as make recommendations   Excellent coverage for my needs and very competative pricing   Very easy to quote online and order 
1,The agent understood  but I want it and gave me a quote  She spoke English very clearly and was very professional 
1,Site is easy to navigate  questions are easily understood  prices are very reasonable 
1,Easy to deal with
0,The agent was knowledgeable and very patient to explain and quote me on different policies 
1,It is very easy to get insurance and all just straight forward questions
1,Pleasant and efficient phone service for top up 
1,Your agent  Karla was helpful  knowledgeable  effective and efficient  Her service was worthy of the high rating 
1,Good service and fast
0,They are knowledgeable get you through the process quickly 
1,Prompt response  clear instructions  patient explanation  reasonable rates 
1,The agent s spent a lot of time with me and we re very thorough and helpful
0,Backup paperwork and a identification card to carry with you
1,Asked certain health questions no other company has asked  even if you re in perfect health by the time the questions are finished       well you sound like a health risk 
1,The representative I spoke with was knowledgeable  pleasant  articulate and gave me two options from which to choose for my trip  The price was competitive and as I had utilized their service for the past two years  saw no reason to change 
1,Great telephone service and assistance in completing the application for their no stability insurance 
1,Online process was straight forward and quick  Prices are competitive  Documentation received was complete and was forwarded immediately  The only thing to note is if you want to top up your cancellation insurance portion you have to call as it is not available online  
1,Easy to manage and representatives were knowledgeable and friendly 
-1,They paid my u s  hospital bill  Unfortunately they found a few things that cannot be dated  but sent me to specialist at home in canada  The test results showed nothing wrong  One test revealed a stage   breast cancer which was removed with no other action required  Medipac called me to tell me yhe physician and underwriters decided they won t insure me  Sounds like a one and done to me  They said no but we will see 
1,Very friendly and professional service 
1,It is so easy to obtain quote for travel insurance and receive helpful guidance from your agents during the process  Quick thorough and painless 
1,Very helpful and thorough CS agent 
1,It was easy to do online but I do find it a little pricy
-1,We were in the US and had to extend for one day  but when I used the       number it said call failed  calling from the US  Blame Donald Trump    I managed to get new policies to cover the extra time did not want to gamble on zero coverage 
-1,We found the most competitive medical emergency travel insurance with Snowbird and look forward to travelling without ever needing to use it 
1,I have used Snowbird Advisor for travel insurance for the past several years and have recommended it to several friends who have also started using their insurance products  I have found their travel insurance prices competitive and as coverage as comprehensive as more expense companies  I normally purchase my policy online but when I have questions for need help I have found their staff to be friendly  knowledgeable and always helpful 
1,Easy to reach you by phone and very helpful agents who took the time to explain everything and walk me through the process
1,pretty straight forward some areas a second read 
1,The agent I spoke too was very helpful and caring  The rates quoted were in line with others I compared  I have been a customer for a few years  I never had a claim so I can t say how that would be handled 
0,A very knowledgeable  English speaking  patient  representative on the phone 
1,Great service on time and polite and best prices
1,Quick  easy  informative 
1,Happy with prompt service for trip cancellation   trip interruption 
1,Good knowledgeable agent  Quick  efficient 
1,Easy process  the representative was patient and so nice  the price is good and covers all we need for the year 
1,First time getting coverage  sales agent was very helpful and had a great personality 
1,Your health situation can be assessed over the phone which makes it very efficient  The two individuals I spoke with were professional and communicated well  I encourage one to read the policy  Although it is lengthy  it s very important to understand it  like any other legal document  I m going on a week long trip and the fee was very reasonable 
1,The person I dealt with on the phone was Antonnette  She answered all my questions and walked me through the process  She was absolutely fantastic 
0,    the price of caa
1,Service people were great and knowledgeable regarding travel insurance 
1,Application process was super easy 
1,Very thorough and friendly customer service 
1,Easy process to go through  Very good pricing 
1,Makayla was very professional and helpful  Her tone of voice was very pleasant and personable  She fulfilled our need of purchasing all inclusive travel insurance and wished a nice trip              employee 
1,Helpful  friendly representative
1,The insurance consultant was very professional and helpful 
1,The agent was polite  easy to understand and very helpful in finding us the best insurance for our needs 
1,It s all good  Easy to fill out medical questionnaire  Easy to understand  Better coverage  better prices 
1,The call and purchasing travel insurance experience with Snowbird Advisor was effortless and efficient  The staff were very helpful  It was so nice actually talking to a person 
0,Took the time to provide quotes for  a  annual insurance or  b  trip by trip coverage  Signed up with a phone call 
1,Always have the most helpful  knowledgeable and polite staff  We have in the past had to shorten our stay  and did not have any issue cancelling and receiving a refund  Thank you for your professionalism 
1,Easy renewal process
1,Cost effective  Easy to use 
1,Pleasant employees  very efficient  
0,The gals that helped me on the phone
0,Equitable in reviewing pre conditions and pricing
0,Quick convenient and partnering with Telus
1,I haven t had to make a claim  but the purchase is easy as can be 
1,Great rates
1,customer service is great 
1,Easy to get a quote and comparatively the best price 
1,The online format was very easy to follow to get our quote 
1,Well  I just purchased your travel medical insurance going to the US for   months  The rate was very very good and I hope  should anything happen  that you will provide coverage  I will then  should I need to  update my review     BUT  overall a very smooth experience  what a treat   and with that  I would recommend your insurance for the rate and it was hassle free 
1,Crystal found us the best rate possible  She was very efficient   knowledgeable   a pleasure to speak with 
1,Very thorough and easy to understand  Good price on travel insurance compared to other quotes we received 
1,Samantha was amazing and very polite  She took the time to explain everything and responded to all my questions 
1, rd year in a row we ve used this insurance  Easy to use online 
0,I have still not received my policy although I have paix for it 
0,I was able to donut all online 
1,The agent was very helpful  They took time to search for best policy for my needs  Thank you  John McIsaac
1,Travel Advisor is a wealth of valuable info and resources for anything a snowbird may require from travel insurance to currency exchange and so much more 
0,The agent was polite  patient   knowledgeable
1,Expert  efficient sales service 
1,Quick and easy with very helpful staff
1,Very satisfied with Snowbird Advisory Insurance company so far  Very knowledgeable people and extremely friendly  This is our second year with you and the best rate so far  Haven t had any claim thus far and hopefully if we do that will go smoothly also 
1,The representative was well informed  conscientious and knowledgeable
1,Efficient customer service personnel  Spoke clearly and explains points
1,Easy  convenient  affordable  reliable 
1,Services appears good and cost seems fair  The agent worked with us to get the best possible arrangement to fit our needs 
1,Excellent service
1,Great honest and timely service on this matter 
1,I appreciate the professionalism and a helpful to understand the policies and what s involved bottom line good honest people to deal with
0,It was simple to sign up and a reasonable price
1,Very easy process except the agree button on the medical disclaimer was difficult to access  Pricing is good 
1,Easy to navigate web site  Knowledgeable easy to reach agent to answer questions 
1,Easy  seamless process 
1,Easy to deal with each year
1,easy to do on phone  best price
1,It was a very easy process and Monica was very helpful  Your rates are excellent too 
1,Easy way to get the most cost effective travel insurance 
1,Simple on line transactions  Easy to follow questions  Premium rates very competitive 
0,Agent was thorough and explained each step  Also answered my questions with knowledgable answers 
1,Great service  thank you  
0,Simple to enrol 
0,Renewed cover for next year 
1,Very quick and easy 
1,Have used Snowbird previously and was satisfied with the travel insurance offered  Jerry who I spoke with was friendly and helpful 
1,Rebecca was friendly and helpful in setting up our request  It made our choice easy 
1,Good customer service and knowledgeable staff
1,The person that helped me was very friendly and knowledgeable 
0,Patient and understanding employee
1,Easy peasy to get on line  very self explanatory  When we did need to talk to someone they wer  very pleasant and informative
1,We had a very nice young man led us though all the questions 
1,Prompt  professional while being extremely courteous  Pricing is competitive 
1,Very easy process of getting insurance in the US 
1,The reason that I chose Snowbird Advisor Insurance is that they quick  efficient and the best price  Travel insurance has more than doubled in one year 
1,Very helpful customer service 
1,Excellent xcellent
1,My experience is that it was incredibly easy to get online  I am very happy with your company  You can print everything off so that you need  Everything was done within    minutes  I will be using your services again  Thank you
1,I bought my insurance online   it was quick and a great price  This is the fifth time we have gone with this company and very smooth 
1,Easy  and straight forward
1,Very helpful and useful advise as to best plan my insurance for my winter getaway 
1,Quick  efficient and easy to use
1,Convenient online  I did a personalized policy and adding   small painkiller to my list increased the premium by      You need an option to list drugs taken to see if they must be mentioned 
0,Knowledgeable staff the spoke fluent English and answered all my questions 
1,Helpful agent and the process went smoothly over the phone 
1,I had to renew and the service rep  went thru everything precisely and concisely thus everything was done in a very short time  All my medical history was reviewed and a few minutes later all documents were in my inbox  Hope I will not need need your services till renewing next year  Thank you for Peace of Mind while travelling 
1,The woman that I spoke to was fantastic  She explained what she needed to explain and was extremely lovely  As this is the second year that we have had this insurance I was very familiar with it  She really was a pleasure to deal with   Michel s wife  Ronnie
1,It is great to be able to travel with a preexisting condition  But shouldn t have to lust things that have been stable for years  just recent unstable conditions 
1,Easy to deal with on the phone and online 
1,Easy to enroll  reasonable cost 
1,Clear and patient
1,Quick and easy to get a quote and pricing is fair
1,I love Snowbird Advisor Insurance Have used it in the past and am very happy with the rates
1,Excellent service  I had to interrupt my call due to my own work and the customer service each time was stellar  and they could see all the notes made on the file  Really appreciated the knowledgeable staff   it was a complicated travel planning   family  multi trip  over a year  Amazing 
1,Excellent service  Typically these insurance conversations are awkward and at times confrontational  The experience that Crystal walked us through was first class
1,Very helpful people dealing with them was a pleasure
1,The advisor on the phone explained everything very well and recommended the best policy package for us 
1,The website is very user friendly and easy to obtain a quote 
1,great service
1,Very easy process  Person was very helpful
1,Very easy to apply and not overwhelming with questions 
1,Clear information  Easy to access website 
1,It was straight forward  No vague Questions 
1,Our customer service rep was fantastic  Night was very patient  answered all our questions and worked hard to find us the best policies to fit our needs and budget  Superb job  She should be promoted 
0,Lady was very informative 
1,The representative that I spoke to was knowledgeable and answered all my questions  She was able to give us our cost for our travel Insurance for the winter right away  We received our paperwork online within minutes  Very happy with the service
1,The agents that I spoke with on the phone were pleasant and knowledgeable  They promptly sent my quote and questionnaire with clear instructions on how to pay for my quote  So I was pleased 
-1,We canceled our insurance and switched to Costco  who also is with manulife  Snowbird only has option for    million and Costco is   million which is plenty and cost is much lower  Too bad snowbirds don t have the option for   million 
-1,Did not like that the rate has hiked up so much  Sad everyone is rising prices on everything but income  As seniors we are really getting bashed  
-1,They accused me of answering falsely as they asked me questions they did not ask last year  By the way  exactly how in HELL can a hemmorhoid that has been there doing NOTHING for    years be a health concern    Honestly  Ridiculous  I am in better shape now than ever  I do not want a hemmorhoid covered  I do not want a tickle in my throat covered  I do not want a stiff muscle covered  I want to be covered for emergencies such as a broken leg or burst appendix  What a pile of facetious crap  For shame 
1,Overall experience was good  Online health questionnaire was easy to work with  The quote given was certainly competitive  as I had checked with several others  I did have to phone to get some clarification about cancellation policy  but got through to a person quickly who answered my questions  It would be nice if information was kept so it wasn t necessary to re do all the questionnaire entries each time a new policy is wanted  This is what Medi Quote does  I did purchase Snowbird Insurance 
1,I appreciate the opportunity to shop various insurance companies  features and rates  and then select the one that best meets my needs  This year took almost a week to finalize the payment due to a broken phone link  versus last year s payment in minutes  I trust the link will be fixed before next year s annual renewal 
1,The woman that took our call was extremely helpful and answered all of our questions  We were very pleased with our experience
1,The insurance rep who took my call was knowledgeable and very helpful  I had tried other quotes from other companies and   because of how easy it was to apply and receive confirmation and my policy   I feel comfortable recommending this company  Of course  the only way to truly judge this company is what happens if I ever needed their services  I hope that never happens but I m trusting that if I ever do need to make a claim they are just as good   
1,I have gotten my travel medical insurance through Snowbird Advisor for   years now  Even though it is the same insurance company I had been using before them  it is still less expensive getting the insurance through SA  Fast and efficient 
1,My agent was very helpful and explained all the terms and pre conditions of the medical insurance offered 
1,Thorough and professional advisor  Easy to understand and asked all the right questions  The true test will come if I have to use the insurance during my travels  So far  so good 
1,The person I spoke with spoke clearly and was terrific
1,Painless and easy to do  And prices are unbeatable  Highly recommend
1,easy format have never had to claim so can not comment on claiming experience but have used this for past few years and easy and quick process to obtain
1,Knowledgeable  friendly  committed staff
1,Friendly and helpful  competitive quote with flexibility in mind as far as dates and information 
1,Great to speak the Pros with such great personal skills  made us feel at ease 
0,repeat customer  can t beat the rates
1,Great customer service representative  very knowledgeable and helpful  Travel insurance purchased was a fantastic price 
1,Helpful staff
1,I investigated travel insurance in July       I was quoted       for   days in January  I was happy to get that  However  yesterday  October          I decided to purchase it     days  My medical condition had not changed  in fact  has got better  I was quoted         a        increase  it was explained to me that it was Manufacturers Life and not Snowbird that changed things  THAT just does not do it for me  Manufacturers has tarnished your profile  You are ok with that  On the first quote it should be clearly NOTED on the form that after    days  quotes mean nothing  This is bad business practice  Unfortunately for you  in chatting with fellow travellers  I would have to caution them about this disappointing development  I am happy to get the insurance   but    
1,Customer service was excellent  Receive clear and precise information 
1,Super easy online experience 
1,This will be the third year we have used Snowbird insurance  the process was quick and easy  we have not had to use it yet  and hopefully never have to 
1,Quick  friendly and cheaper for   months than we ve had in the past  The truth is in the pudding tho  when it comes to using it  Hopefully we will never need to  but a must have if travelling 
1,It was easy and very quick to get insurance I needed on line
1,Questions were clear cut and thorough  Premiums very competitive 
1,Had a very pleasant conversation with a snow bird advisor 
1,User friendly sign up  Multiple warnings about false declarations  Clear and non ambiguous questions  Logical choices for deductibles  Fair prices 
1,Great experience     Had all the answers to my questions and the premium cost was quite reasonable      definitely use them again
1,Excellent website that made it very easy to purchase travel insurance
0,I received the information that I needed however the online quote was incorrect I was billed twice that amount
1,Easy to follow  easy to answer  clear  and very very competitive  we ll done 
1,Very easy to navigate  great price
1,Easy to do and reasonable cost
1,I like how easy it was to purchase  I did not like that the medical questions are cut and dry when someone would like to explain or just document something you would like to explain so that if a person needs to use the insurance it would be a documented upfront reveal of medical condition 
1,Was easy to talk to and had all the answers
1,The team member who helped me navigate through our travel insurance options was professional  knowledgeable and extremely personable  We appreciate her calm and cheery personality 
1,The price is affordable  I love being a member of snowbird advisor  Get a lot of good deals on everything 
1,Really great people on the phones Excellent rates
1,The agent  Gerry  was knowledgeable  efficient and we worked through the process quickly and with ease 
1,I purchased the insurance on line and it is user friendly  simple and the rate is very compatible with other companies 
1,I have not found anyone that offers the same coverage for as good a price  The ease of purchasing the policy online was great 
1,Very thorough and easy to attain 
1,Representative was very knowledgeable and pleasant to deal with
1,It was an easy and straightforward experience applying for the quote and purchasing the insurance plan  Prices were definitely competitive compared to others 
1,I purchased travel insurance  The person I talked to was informative and very helpful  I m very happy  I m wanting to purchase cell phone coverage for Canada  US  and Mexico  I m finding this difficult  I ve been transferred to Telus outside of Snowbird  I ll try again today 
1,Rebecca  your telephone assistant  was very pilot  helpful and professional 
1,Easy to complete online
1,Quick   painless to get a quote Here s hoping it s as easy if we have a claim
-1,Polite and knowledgeable staff made the purchase of travel health insurance an easy and non stressful experience
1,Easy to navigate and the best price 
1,The person that helped me was very helpful  knowledgeable  to the point 
1,Most efficient and our rep was great  Kind and knowledgeable  I like that we could do everything over the phone and received prompt paperwork  Thanks very your great service 
1,The person I spoke to on the phone for quotes and information was kind and patient and understanding  She took the time to explain all the things I didn t understand and informed me very well  
1,Agent very knowledgeable and helpful
1,Snowbird Advisory s personnel are very helpful  professional and their prices are good  I have bought extended health insurance from them two years in a row now  and I would recommend them to my friends 
1,Your CSR was great   good explanations and very customer oriented 
1,Prompt attention to a change I had to make  polite and competent agents at the other end of the phone  reasonable premiums 
1,Communication was informative  straight forward and polite 
1,Fast efficient thorough
1,Ashley  she was very knowledgeable and nice
1,Easy and affordable
1,easy to complete
1,Clear information  polite interviewer  able to clarify questions
1,Great service 
1,The registration process was painless 
1,Walked me through the process and answered any concerns I had Very helpful and professional 
1,She was quick  helpful and very polite  Used the term  years young  instead of old  
1,Very easy web site to understand and to use  Only takes a few mins to get a real quote and to purchase insurance if you choose to do so 
1,We got through right away  The lady was nice to deal with and very efficient
1,Knowledgeable and courteous
1,Very easy to work with I could have got it from the TD bank for less but it was only for          Coverage so it was worth going though snowbirds
1,Quick and easy to apply online 
1,I was promptly contacted by the insurance agent and the process went very quickly  I felt everything was explained to my satisfaction and the documents were forwarded to me for my review immediately  Overall I was very satisfied 
1,Helpful service provider
1,Friendly   Knowledgeable agents
1,Prompt service   I was quoted a couple of different scenarios  I received an immediate email  I then called back to buy the insurance and very quickly and easily had our policy  This is our  rd year with Snowbird Advisors  Would highly recommend 
1,Great price with all coverage needed
1,This was the most reasonable rate I found and the questionnaire was simple and straight forward  Going forward I will only use Snowbird Advisor Insurance  I m a very happy to have found them and I will recommend to all my friends 
0,Was just simple to go through
1,The process was straightforward  and the person very helpful  She took the time to explain the questions when we asked for additional information 
1,Easy and straightforward process and the price was right
1,Excellent to deal with  answered the phone quickly and we had our travel policies in the less than     hour  Polite  with very good customer service  Keep it up
-1,I had made an error in coverage dates and agent corrected no problem
1,My call was answered right away with no delay  I received excellent professional service from somebody who knew what they were doing and made the process clear and understandable  The features and benefits were better than I expected  and the price was exceptionally good versus other quotes I received 
1,Nicholas was extremely helpful and professional in helping me navigate my way through the process  Thank you  Nicholas 
1,ease of application  declaration and explanations of existing conditions 
1,This is the first time we have used Snowbird Associations Travel Policies  The lady I spoke to was very well informed and explained things well  The price was better than Pacific Blue Cross by far  and the coverage is the same  except for the fact that Blue Cross  Lifetime benefit of         for extended medical coverage  will be first payee  should we use this policy  However  if I understand the policy wording correctly  they would only take half of it  I hope  that is right   Should we need to use this insurance  I hope it is as easy as this first call to this provider 
